,time,open,high,low,close,tick_volume,spread,real_volume
33,2021.10.12 21:30,1.66177,1.66206,1.66167,1.66184,279,0,0
34,2021.10.12 21:45,1.66184,1.66206,1.6614,1.6614,494,0,0
35,2021.10.12 22:00,1.66145,1.66194,1.66137,1.66183,438,0,0
36,2021.10.12 22:15,1.66189,1.66217,1.66113,1.66138,283,0,0
37,2021.10.12 22:30,1.66142,1.66277,1.66125,1.66277,356,0,0
38,2021.10.12 22:45,1.66274,1.66288,1.66201,1.66235,440,0,0
39,2021.10.12 23:00,1.66233,1.66301,1.66229,1.66256,219,0,0
40,2021.10.12 23:15,1.66258,1.66294,1.66237,1.66281,165,0,0
41,2021.10.12 23:30,1.66282,1.66327,1.66277,1.66309,102,0,0
42,2021.10.12 23:45,1.66305,1.66335,1.66244,1.66254,216,0,0
43,2021.10.13 00:00,1.6619,1.6619,1.66162,1.66166,12,0,0
44,2021.10.13 00:15,1.66165,1.66331,1.65855,1.66297,45,0,0
45,2021.10.13 00:30,1.66307,1.66395,1.65854,1.65871,45,0,0
46,2021.10.13 00:45,1.65884,1.66435,1.65826,1.66307,246,0,0
47,2021.10.13 01:00,1.66309,1.66342,1.66259,1.66323,354,0,0
48,2021.10.13 01:15,1.66324,1.66368,1.6631,1.66334,118,0,0
49,2021.10.13 01:30,1.66329,1.66356,1.66306,1.66313,91,0,0
50,2021.10.13 01:45,1.66311,1.66388,1.66311,1.66378,108,0,0
51,2021.10.13 02:00,1.66384,1.66405,1.66367,1.66373,151,0,0
52,2021.10.13 02:15,1.66373,1.66409,1.66356,1.66373,120,0,0
53,2021.10.13 02:30,1.66372,1.66396,1.66349,1.66385,150,0,0
54,2021.10.13 02:45,1.66383,1.66553,1.66367,1.66528,348,0,0
55,2021.10.13 03:00,1.66523,1.6657,1.66447,1.66478,575,0,0
56,2021.10.13 03:15,1.66483,1.66494,1.66414,1.66481,366,0,0
57,2021.10.13 03:30,1.66479,1.66494,1.66364,1.66375,455,0,0
58,2021.10.13 03:45,1.66376,1.66493,1.66364,1.66454,433,0,0
59,2021.10.13 04:00,1.66452,1.66629,1.66442,1.66622,434,0,0
60,2021.10.13 04:15,1.66625,1.66681,1.66586,1.66635,384,0,0
61,2021.10.13 04:30,1.66633,1.66646,1.66541,1.66554,326,0,0
62,2021.10.13 04:45,1.66556,1.6656,1.66504,1.66533,365,0,0
63,2021.10.13 05:00,1.66534,1.66552,1.66473,1.66504,377,0,0
64,2021.10.13 05:15,1.66507,1.6652,1.66451,1.66475,219,0,0
65,2021.10.13 05:30,1.66481,1.66577,1.66468,1.66493,330,0,0
66,2021.10.13 05:45,1.6649,1.66522,1.66421,1.66427,251,0,0
67,2021.10.13 06:00,1.66424,1.66427,1.66346,1.66359,404,0,0
68,2021.10.13 06:15,1.66363,1.66369,1.66251,1.66287,277,0,0
69,2021.10.13 06:30,1.6629,1.66393,1.66287,1.66383,169,0,0
70,2021.10.13 06:45,1.66384,1.66423,1.66364,1.66412,191,0,0
71,2021.10.13 07:00,1.66413,1.66414,1.66373,1.66393,172,0,0
72,2021.10.13 07:15,1.66394,1.66415,1.66384,1.66394,188,0,0
73,2021.10.13 07:30,1.66397,1.66523,1.66396,1.66488,239,0,0
74,2021.10.13 07:45,1.6649,1.66513,1.66421,1.66421,248,0,0
75,2021.10.13 08:00,1.6642,1.66485,1.66406,1.66479,212,0,0
76,2021.10.13 08:15,1.66476,1.66531,1.6642,1.66495,277,0,0
77,2021.10.13 08:30,1.66491,1.66512,1.66464,1.66506,248,0,0
78,2021.10.13 08:45,1.66505,1.66522,1.66479,1.66484,196,0,0
79,2021.10.13 09:00,1.66472,1.66554,1.66436,1.66529,499,0,0
80,2021.10.13 09:15,1.66527,1.66557,1.66452,1.66454,496,0,0
81,2021.10.13 09:30,1.66458,1.66467,1.6637,1.66387,495,0,0
82,2021.10.13 09:45,1.66391,1.66401,1.66258,1.66289,467,0,0
83,2021.10.13 10:00,1.66286,1.66555,1.66286,1.66485,1154,0,0
84,2021.10.13 10:15,1.66487,1.66549,1.6641,1.6645,896,0,0
85,2021.10.13 10:30,1.66453,1.66502,1.66397,1.66404,900,0,0
86,2021.10.13 10:45,1.66407,1.66408,1.66276,1.66303,790,0,0
87,2021.10.13 11:00,1.66304,1.66333,1.66216,1.66271,598,0,0
88,2021.10.13 11:15,1.66275,1.66294,1.66116,1.66228,828,0,0
89,2021.10.13 11:30,1.66225,1.6623,1.66137,1.66146,802,0,0
90,2021.10.13 11:45,1.66142,1.66192,1.66113,1.66132,639,0,0
91,2021.10.13 12:00,1.66129,1.6622,1.66086,1.66102,698,0,0
92,2021.10.13 12:15,1.661,1.66168,1.66039,1.66164,639,0,0
93,2021.10.13 12:30,1.66162,1.66214,1.66094,1.66146,553,0,0
94,2021.10.13 12:45,1.6615,1.66271,1.66135,1.66254,502,0,0
95,2021.10.13 13:00,1.6625,1.66322,1.66242,1.66278,515,0,0
96,2021.10.13 13:15,1.66276,1.66385,1.66216,1.66385,594,0,0
97,2021.10.13 13:30,1.66385,1.66497,1.66354,1.66473,486,0,0
98,2021.10.13 13:45,1.66472,1.66491,1.66356,1.66383,490,0,0
99,2021.10.13 14:00,1.66385,1.66422,1.66353,1.66378,659,0,0
100,2021.10.13 14:15,1.66378,1.66479,1.66344,1.66467,504,0,0
101,2021.10.13 14:30,1.66469,1.66493,1.66422,1.66476,500,0,0
102,2021.10.13 14:45,1.66482,1.66499,1.66418,1.66468,537,0,0
103,2021.10.13 15:00,1.66465,1.66495,1.66425,1.66456,606,0,0
104,2021.10.13 15:15,1.66458,1.66511,1.66436,1.66458,643,0,0
105,2021.10.13 15:30,1.66456,1.66842,1.66246,1.6682,2670,0,0
106,2021.10.13 15:45,1.66814,1.66951,1.66752,1.66851,1839,0,0
107,2021.10.13 16:00,1.66848,1.66865,1.66661,1.66662,1255,0,0
108,2021.10.13 16:15,1.6666,1.66758,1.66604,1.66642,1263,0,0
109,2021.10.13 16:30,1.66644,1.66645,1.66305,1.66365,2637,0,0
110,2021.10.13 16:45,1.6637,1.66649,1.66333,1.66463,1584,0,0
111,2021.10.13 17:00,1.66463,1.66587,1.66431,1.66557,1519,0,0
112,2021.10.13 17:15,1.66565,1.66568,1.66326,1.66344,1263,0,0
113,2021.10.13 17:30,1.66347,1.66433,1.66275,1.6628,1188,0,0
114,2021.10.13 17:45,1.66283,1.66372,1.66198,1.66366,1254,0,0
115,2021.10.13 18:00,1.66371,1.66371,1.66287,1.66327,755,0,0
116,2021.10.13 18:15,1.66331,1.6641,1.66293,1.664,621,0,0
117,2021.10.13 18:30,1.66396,1.66405,1.66338,1.6634,728,0,0
118,2021.10.13 18:45,1.66343,1.66376,1.66306,1.66308,598,0,0
119,2021.10.13 19:00,1.66305,1.66329,1.66264,1.66309,493,0,0
120,2021.10.13 19:15,1.66311,1.66318,1.66264,1.66275,380,0,0
121,2021.10.13 19:30,1.66277,1.66327,1.66259,1.66293,397,0,0
122,2021.10.13 19:45,1.66294,1.6641,1.6629,1.66382,426,0,0
123,2021.10.13 20:00,1.66379,1.66392,1.66297,1.66383,600,0,0
124,2021.10.13 20:15,1.6638,1.66414,1.66346,1.66393,439,0,0
125,2021.10.13 20:30,1.664,1.66501,1.66394,1.6649,490,0,0
126,2021.10.13 20:45,1.6649,1.66534,1.66482,1.66517,452,0,0
127,2021.10.13 21:00,1.6652,1.66623,1.6645,1.66526,1610,0,0
128,2021.10.13 21:15,1.6653,1.66589,1.66503,1.66533,943,0,0
129,2021.10.13 21:30,1.6654,1.66555,1.66513,1.66542,606,0,0
130,2021.10.13 21:45,1.66545,1.66636,1.66523,1.6662,540,0,0
131,2021.10.13 22:00,1.66622,1.66624,1.66508,1.66517,863,0,0
132,2021.10.13 22:15,1.66515,1.66524,1.6648,1.66504,460,0,0
133,2021.10.13 22:30,1.66504,1.66538,1.66481,1.66523,570,0,0
134,2021.10.13 22:45,1.66522,1.66525,1.66406,1.66412,585,0,0
135,2021.10.13 23:00,1.66413,1.66415,1.66373,1.66402,296,0,0
136,2021.10.13 23:15,1.66407,1.66464,1.66395,1.66448,169,0,0
137,2021.10.13 23:30,1.6645,1.66459,1.66415,1.66425,104,0,0
138,2021.10.13 23:45,1.66424,1.66471,1.6639,1.66404,208,0,0
139,2021.10.14 00:00,1.66345,1.66409,1.6626,1.66406,71,0,0
140,2021.10.14 00:15,1.6641,1.6641,1.66355,1.66383,39,0,0
141,2021.10.14 00:30,1.66365,1.66379,1.66355,1.66358,5,0,0
142,2021.10.14 00:45,1.66358,1.66513,1.66355,1.66495,83,0,0
143,2021.10.14 01:00,1.66475,1.66488,1.66393,1.66393,218,0,0
144,2021.10.14 01:15,1.66387,1.66409,1.66359,1.6639,149,0,0
145,2021.10.14 01:30,1.66392,1.66408,1.66374,1.66376,170,0,0
146,2021.10.14 01:45,1.66378,1.66411,1.66376,1.66406,165,0,0
147,2021.10.14 02:00,1.66405,1.66421,1.66378,1.66416,279,0,0
148,2021.10.14 02:15,1.66418,1.66422,1.66393,1.66412,234,0,0
149,2021.10.14 02:30,1.66415,1.66437,1.6638,1.66382,281,0,0
150,2021.10.14 02:45,1.66383,1.66389,1.66325,1.66332,253,0,0
151,2021.10.14 03:00,1.66329,1.6636,1.66281,1.66303,449,0,0
152,2021.10.14 03:15,1.66313,1.66313,1.66204,1.66216,496,0,0
153,2021.10.14 03:30,1.66216,1.66286,1.6616,1.66276,469,0,0
154,2021.10.14 03:45,1.66277,1.66289,1.66219,1.66253,285,0,0
155,2021.10.14 04:00,1.66256,1.66296,1.66225,1.6624,394,0,0
156,2021.10.14 04:15,1.66237,1.66319,1.6623,1.66292,348,0,0
157,2021.10.14 04:30,1.66288,1.66318,1.66256,1.66273,387,0,0
158,2021.10.14 04:45,1.66279,1.66307,1.6626,1.66271,271,0,0
159,2021.10.14 05:00,1.66273,1.66289,1.6621,1.66225,248,0,0
160,2021.10.14 05:15,1.66228,1.66248,1.66192,1.66195,230,0,0
161,2021.10.14 05:30,1.66196,1.66196,1.66165,1.66173,205,0,0
162,2021.10.14 05:45,1.66171,1.66176,1.66144,1.66164,260,0,0
163,2021.10.14 06:00,1.66167,1.66185,1.66109,1.6612,265,0,0
164,2021.10.14 06:15,1.66118,1.66127,1.66043,1.66043,278,0,0
165,2021.10.14 06:30,1.6604,1.66126,1.6604,1.66112,347,0,0
166,2021.10.14 06:45,1.66105,1.66135,1.66065,1.66101,273,0,0
167,2021.10.14 07:00,1.66094,1.66125,1.66073,1.66109,257,0,0
168,2021.10.14 07:15,1.66109,1.66157,1.66096,1.66113,399,0,0
169,2021.10.14 07:30,1.66111,1.66135,1.66084,1.66134,292,0,0
170,2021.10.14 07:45,1.66133,1.66133,1.66045,1.66065,228,0,0
171,2021.10.14 08:00,1.66066,1.66139,1.66044,1.66135,244,0,0
172,2021.10.14 08:15,1.66128,1.66135,1.66085,1.66094,279,0,0
173,2021.10.14 08:30,1.66096,1.66115,1.66073,1.66083,306,0,0
174,2021.10.14 08:45,1.66088,1.66121,1.66058,1.66062,251,0,0
175,2021.10.14 09:00,1.6606,1.66165,1.66054,1.66101,542,0,0
176,2021.10.14 09:15,1.66104,1.66104,1.6598,1.65999,578,0,0
177,2021.10.14 09:30,1.65998,1.66006,1.65908,1.65956,659,0,0
178,2021.10.14 09:45,1.65958,1.65969,1.65857,1.6588,622,0,0
179,2021.10.14 10:00,1.6588,1.65916,1.6584,1.65853,1037,0,0
180,2021.10.14 10:15,1.6585,1.6589,1.6573,1.65765,903,0,0
181,2021.10.14 10:30,1.65764,1.65894,1.65737,1.65802,850,0,0
182,2021.10.14 10:45,1.65799,1.65853,1.65667,1.65668,879,0,0
183,2021.10.14 11:00,1.65658,1.65681,1.65452,1.65457,1080,0,0
184,2021.10.14 11:15,1.65457,1.65481,1.65366,1.65423,674,0,0
185,2021.10.14 11:30,1.65426,1.65471,1.65355,1.65371,645,0,0
186,2021.10.14 11:45,1.65381,1.65507,1.65327,1.65464,730,0,0
187,2021.10.14 12:00,1.65463,1.65487,1.65349,1.65385,626,0,0
188,2021.10.14 12:15,1.65383,1.65461,1.65369,1.65421,879,0,0
189,2021.10.14 12:30,1.65417,1.65482,1.65381,1.65387,738,0,0
190,2021.10.14 12:45,1.65384,1.65402,1.65348,1.65378,636,0,0
191,2021.10.14 13:00,1.65372,1.65395,1.65326,1.65349,631,0,0
192,2021.10.14 13:15,1.65347,1.65363,1.65294,1.65301,498,0,0
193,2021.10.14 13:30,1.653,1.65329,1.65229,1.65303,486,0,0
194,2021.10.14 13:45,1.65304,1.65353,1.65263,1.65315,576,0,0
195,2021.10.14 14:00,1.65318,1.65334,1.65251,1.65295,719,0,0
196,2021.10.14 14:15,1.653,1.6531,1.65216,1.65238,578,0,0
197,2021.10.14 14:30,1.65238,1.65238,1.65161,1.65168,728,0,0
198,2021.10.14 14:45,1.65166,1.65197,1.65061,1.65066,799,0,0
199,2021.10.14 15:00,1.65069,1.65096,1.65037,1.65051,750,0,0
200,2021.10.14 15:15,1.65052,1.65074,1.64962,1.64983,855,0,0
201,2021.10.14 15:30,1.64982,1.65022,1.64875,1.64898,1868,0,0
202,2021.10.14 15:45,1.64896,1.64918,1.64839,1.64879,995,0,0
203,2021.10.14 16:00,1.64882,1.64941,1.64805,1.64808,1110,0,0
204,2021.10.14 16:15,1.64808,1.64881,1.64768,1.64799,933,0,0
205,2021.10.14 16:30,1.64796,1.65002,1.64775,1.64982,1359,0,0
206,2021.10.14 16:45,1.6498,1.64987,1.64873,1.64897,1095,0,0
207,2021.10.14 17:00,1.64897,1.6493,1.6484,1.6492,703,0,0
208,2021.10.14 17:15,1.64921,1.64932,1.64867,1.64893,621,0,0
209,2021.10.14 17:30,1.64895,1.64923,1.64835,1.64888,699,0,0
210,2021.10.14 17:45,1.64888,1.64893,1.64796,1.64888,1109,0,0
211,2021.10.14 18:00,1.64886,1.65007,1.64883,1.65007,865,0,0
212,2021.10.14 18:15,1.65009,1.65025,1.64977,1.64991,619,0,0
213,2021.10.14 18:30,1.64991,1.65011,1.64925,1.6493,524,0,0
214,2021.10.14 18:45,1.64932,1.64945,1.649,1.64906,518,0,0
215,2021.10.14 19:00,1.64907,1.64937,1.64887,1.64919,470,0,0
216,2021.10.14 19:15,1.64914,1.64972,1.64914,1.64942,364,0,0
217,2021.10.14 19:30,1.64944,1.64963,1.64895,1.64917,297,0,0
218,2021.10.14 19:45,1.64921,1.64955,1.649,1.64901,279,0,0
219,2021.10.14 20:00,1.64905,1.65001,1.64899,1.65,292,0,0
220,2021.10.14 20:15,1.64999,1.65025,1.64991,1.6501,279,0,0
221,2021.10.14 20:30,1.65008,1.65011,1.64961,1.64988,220,0,0
222,2021.10.14 20:45,1.64989,1.65007,1.64941,1.64947,252,0,0
223,2021.10.14 21:00,1.64941,1.65029,1.6494,1.65007,249,0,0
224,2021.10.14 21:15,1.65005,1.65024,1.65,1.65016,232,0,0
225,2021.10.14 21:30,1.65019,1.65036,1.64993,1.65016,231,0,0
226,2021.10.14 21:45,1.65014,1.65046,1.64995,1.65043,348,0,0
227,2021.10.14 22:00,1.65045,1.65048,1.64943,1.64943,474,0,0
228,2021.10.14 22:15,1.64944,1.64956,1.6484,1.64887,426,0,0
229,2021.10.14 22:30,1.64887,1.64895,1.64806,1.64842,621,0,0
230,2021.10.14 22:45,1.64846,1.6485,1.64724,1.64742,600,0,0
231,2021.10.14 23:00,1.64738,1.64804,1.64735,1.64769,208,0,0
232,2021.10.14 23:15,1.64771,1.64783,1.64724,1.6476,145,0,0
233,2021.10.14 23:30,1.64761,1.64789,1.64747,1.64772,102,0,0
234,2021.10.14 23:45,1.64773,1.64816,1.64736,1.64752,195,0,0
235,2021.10.15 00:00,1.64765,1.64823,1.64765,1.64823,46,0,0
236,2021.10.15 00:15,1.64823,1.64875,1.64715,1.64731,116,0,0
237,2021.10.15 00:30,1.64731,1.64825,1.64705,1.64817,57,0,0
238,2021.10.15 00:45,1.64811,1.64863,1.64784,1.64839,115,0,0
239,2021.10.15 01:00,1.64825,1.64894,1.64788,1.64788,209,0,0
240,2021.10.15 01:15,1.64787,1.64841,1.64769,1.64841,121,0,0
241,2021.10.15 01:30,1.64844,1.64879,1.64822,1.6485,185,0,0
242,2021.10.15 01:45,1.64848,1.64857,1.64776,1.64843,89,0,0
243,2021.10.15 02:00,1.64837,1.64842,1.64787,1.64791,164,0,0
244,2021.10.15 02:15,1.64794,1.64798,1.64733,1.64753,303,0,0
245,2021.10.15 02:30,1.64749,1.6479,1.64716,1.64749,274,0,0
246,2021.10.15 02:45,1.64756,1.64774,1.64701,1.64742,246,0,0
247,2021.10.15 03:00,1.64742,1.64791,1.64668,1.64786,406,0,0
248,2021.10.15 03:15,1.64784,1.64855,1.64772,1.64837,421,0,0
249,2021.10.15 03:30,1.64833,1.64843,1.64744,1.64744,273,0,0
250,2021.10.15 03:45,1.64742,1.64799,1.6464,1.6476,573,0,0
251,2021.10.15 04:00,1.64757,1.64791,1.64716,1.64717,435,0,0
252,2021.10.15 04:15,1.64716,1.64737,1.6466,1.64663,566,0,0
253,2021.10.15 04:30,1.64666,1.64679,1.64488,1.64494,605,0,0
254,2021.10.15 04:45,1.64494,1.64621,1.64472,1.64562,523,0,0
255,2021.10.15 05:00,1.64564,1.64702,1.64564,1.64692,433,0,0
256,2021.10.15 05:15,1.64684,1.64689,1.64591,1.64615,425,0,0
257,2021.10.15 05:30,1.64611,1.64654,1.64577,1.64617,423,0,0
258,2021.10.15 05:45,1.64617,1.64647,1.64577,1.64602,382,0,0
259,2021.10.15 06:00,1.646,1.64694,1.64595,1.64658,339,0,0
260,2021.10.15 06:15,1.64658,1.64717,1.64656,1.64711,208,0,0
261,2021.10.15 06:30,1.64712,1.64722,1.64686,1.64716,231,0,0
262,2021.10.15 06:45,1.64708,1.64746,1.64636,1.6464,255,0,0
263,2021.10.15 07:00,1.64639,1.64665,1.64627,1.64643,230,0,0
264,2021.10.15 07:15,1.64642,1.64647,1.64586,1.64614,206,0,0
265,2021.10.15 07:30,1.64613,1.64614,1.64538,1.64556,336,0,0
266,2021.10.15 07:45,1.64559,1.64559,1.64501,1.64504,349,0,0
267,2021.10.15 08:00,1.64502,1.64504,1.64412,1.64425,508,0,0
268,2021.10.15 08:15,1.64422,1.64456,1.64392,1.64394,545,0,0
269,2021.10.15 08:30,1.64392,1.64445,1.64365,1.64434,539,0,0
270,2021.10.15 08:45,1.64434,1.64493,1.6443,1.64487,752,0,0
271,2021.10.15 09:00,1.6449,1.64538,1.64464,1.64479,726,0,0
272,2021.10.15 09:15,1.6448,1.64556,1.6448,1.64528,741,0,0
273,2021.10.15 09:30,1.64525,1.6456,1.6449,1.64507,789,0,0
274,2021.10.15 09:45,1.64509,1.64562,1.6445,1.6447,941,0,0
275,2021.10.15 10:00,1.64467,1.64524,1.64336,1.64337,1223,0,0
276,2021.10.15 10:15,1.6434,1.64421,1.64318,1.64414,1067,0,0
277,2021.10.15 10:30,1.64413,1.64554,1.64377,1.64543,1087,0,0
278,2021.10.15 10:45,1.64543,1.64688,1.64533,1.6461,1140,0,0
279,2021.10.15 11:00,1.64608,1.64647,1.64507,1.6451,1103,0,0
280,2021.10.15 11:15,1.64507,1.64666,1.64504,1.64654,818,0,0
281,2021.10.15 11:30,1.64653,1.64672,1.64537,1.6454,1032,0,0
282,2021.10.15 11:45,1.64543,1.64582,1.64435,1.64524,793,0,0
283,2021.10.15 12:00,1.64526,1.64534,1.64449,1.64491,714,0,0
284,2021.10.15 12:15,1.64493,1.64591,1.64486,1.64582,821,0,0
285,2021.10.15 12:30,1.64582,1.64646,1.64567,1.64603,909,0,0
286,2021.10.15 12:45,1.64608,1.64622,1.645,1.645,844,0,0
287,2021.10.15 13:00,1.64501,1.64544,1.64449,1.64515,1267,0,0
288,2021.10.15 13:15,1.64516,1.64603,1.64495,1.64578,1398,0,0
289,2021.10.15 13:30,1.64578,1.64648,1.64567,1.64619,1547,0,0
290,2021.10.15 13:45,1.6462,1.64649,1.64561,1.64574,1195,0,0
291,2021.10.15 14:00,1.64574,1.64582,1.64469,1.64486,1313,0,0
292,2021.10.15 14:15,1.64487,1.64512,1.64429,1.64456,1315,0,0
293,2021.10.15 14:30,1.64462,1.64513,1.64441,1.64507,1274,0,0
294,2021.10.15 14:45,1.64507,1.64513,1.64436,1.64442,1374,0,0
295,2021.10.15 15:00,1.64441,1.64446,1.64388,1.64421,1485,0,0
296,2021.10.15 15:15,1.64424,1.64476,1.64376,1.64378,1894,0,0
297,2021.10.15 15:30,1.64368,1.64482,1.64305,1.6437,2952,0,0
298,2021.10.15 15:45,1.64371,1.64461,1.64333,1.6445,2798,0,0
299,2021.10.15 16:00,1.64451,1.64457,1.64306,1.64335,2126,0,0
300,2021.10.15 16:15,1.64337,1.64438,1.64284,1.64396,1916,0,0
301,2021.10.15 16:30,1.64398,1.64443,1.64291,1.64306,3027,0,0
302,2021.10.15 16:45,1.64306,1.64306,1.64151,1.64151,1891,0,0
303,2021.10.15 17:00,1.64151,1.64207,1.64069,1.6413,2676,0,0
304,2021.10.15 17:15,1.64129,1.64284,1.64108,1.64284,2730,0,0
305,2021.10.15 17:30,1.64286,1.64293,1.64147,1.6418,2563,0,0
306,2021.10.15 17:45,1.6418,1.64183,1.64019,1.64107,2145,0,0
307,2021.10.15 18:00,1.64104,1.64129,1.63978,1.64,1592,0,0
308,2021.10.15 18:15,1.64001,1.64039,1.63925,1.63925,1376,0,0
309,2021.10.15 18:30,1.63927,1.63978,1.63901,1.63969,1181,0,0
310,2021.10.15 18:45,1.63968,1.63992,1.63921,1.63964,1542,0,0
311,2021.10.15 19:00,1.63971,1.63978,1.63902,1.63904,1027,0,0
312,2021.10.15 19:15,1.63904,1.63985,1.63896,1.63951,1304,0,0
313,2021.10.15 19:30,1.63947,1.64054,1.63945,1.63986,933,0,0
314,2021.10.15 19:45,1.63986,1.64016,1.63953,1.63997,818,0,0
315,2021.10.15 20:00,1.63994,1.64015,1.63972,1.64014,850,0,0
316,2021.10.15 20:15,1.64015,1.64027,1.63987,1.64017,676,0,0
317,2021.10.15 20:30,1.64016,1.64027,1.63996,1.63998,576,0,0
318,2021.10.15 20:45,1.64006,1.64017,1.63969,1.63972,431,0,0
319,2021.10.15 21:00,1.63972,1.63978,1.63934,1.63935,422,0,0
320,2021.10.15 21:15,1.63941,1.6399,1.63933,1.63973,505,0,0
321,2021.10.15 21:30,1.63972,1.64051,1.63971,1.64035,695,0,0
322,2021.10.15 21:45,1.64035,1.64161,1.64035,1.64161,855,0,0
323,2021.10.15 22:00,1.64154,1.6423,1.64128,1.64198,659,0,0
324,2021.10.15 22:15,1.64199,1.64205,1.6413,1.6415,622,0,0
325,2021.10.15 22:30,1.64156,1.64182,1.64132,1.64175,677,0,0
326,2021.10.15 22:45,1.64179,1.64192,1.64092,1.64098,998,0,0
327,2021.10.15 23:00,1.64093,1.64104,1.63977,1.63986,430,0,0
328,2021.10.15 23:15,1.63981,1.63993,1.63929,1.63938,252,0,0
329,2021.10.15 23:30,1.63937,1.63973,1.63921,1.63928,325,0,0
330,2021.10.15 23:45,1.63928,1.63946,1.63897,1.63925,462,0,0
331,2021.10.18 00:00,1.63789,1.63919,1.63789,1.63908,39,0,0
332,2021.10.18 00:15,1.6391,1.63926,1.6387,1.63882,46,0,0
333,2021.10.18 00:30,1.63892,1.63981,1.6384,1.63979,98,0,0
334,2021.10.18 00:45,1.63873,1.64033,1.63522,1.63569,342,0,0
335,2021.10.18 01:00,1.63574,1.63733,1.6331,1.63348,1095,0,0
336,2021.10.18 01:15,1.63352,1.63555,1.63352,1.63467,876,0,0
337,2021.10.18 01:30,1.63472,1.63572,1.63358,1.63528,825,0,0
338,2021.10.18 01:45,1.63528,1.63593,1.63493,1.63579,1030,0,0
339,2021.10.18 02:00,1.63578,1.63607,1.63397,1.63447,1377,0,0
340,2021.10.18 02:15,1.63447,1.63615,1.63429,1.63551,1336,0,0
341,2021.10.18 02:30,1.63551,1.63607,1.63482,1.63596,1076,0,0
342,2021.10.18 02:45,1.63597,1.63703,1.63517,1.63689,981,0,0
343,2021.10.18 03:00,1.63687,1.63687,1.63574,1.63624,1739,0,0
344,2021.10.18 03:15,1.63623,1.63799,1.63572,1.63782,1152,0,0
345,2021.10.18 03:30,1.63784,1.6379,1.63667,1.6368,859,0,0
346,2021.10.18 03:45,1.63682,1.63682,1.63552,1.63626,1222,0,0
347,2021.10.18 04:00,1.63627,1.63765,1.63627,1.63717,1538,0,0
348,2021.10.18 04:15,1.63718,1.63832,1.63718,1.63778,1054,0,0
349,2021.10.18 04:30,1.63775,1.63884,1.63744,1.6388,1567,0,0
350,2021.10.18 04:45,1.6388,1.63986,1.63874,1.63898,1202,0,0
351,2021.10.18 05:00,1.63898,1.6392,1.63797,1.6382,1429,0,0
352,2021.10.18 05:15,1.63821,1.63833,1.63723,1.63737,992,0,0
353,2021.10.18 05:30,1.63727,1.63763,1.63705,1.63711,922,0,0
354,2021.10.18 05:45,1.63712,1.63717,1.63582,1.6359,901,0,0
355,2021.10.18 06:00,1.63591,1.63689,1.63563,1.63647,925,0,0
